hostuges,0.00191124,0.9980888,0,0
windowress,0.1326769,0.86732316,0,0
hep's,0.30793303,0.69206697,0,0
sidearbs,0.117261775,0.8827382,0,0
croaking,0.99088824,0.009111729,66,1
renegade,0.9700301,0.029969882,2210,1
perversion,0.9877394,0.012260581,749,1
encloves,0.23607795,0.76392204,0,0
tumbrels,0.75423485,0.24576521,0,1
ruggedly,0.89435595,0.10564409,38,1
bays,0.9773802,0.022619812,1167,1
Coventry,0.6700893,0.32991076,1607,1
Joan's,0.67873067,0.32126933,128,1
dawdla,0.03475096,0.96524906,0,0
griles,0.06836299,0.93163705,0,0
flansman,0.11658462,0.8834154,0,0
doyotes,0.054112658,0.9458874,0,0
gaw,0.089335784,0.9106642,0,0
kips,0.0162967,0.9837034,0,0
abblicants,0.012831092,0.9871689,0,0
engaged,0.9918908,0.008109245,7270,1
dupervision,0.014866002,0.985134,0,0
blorious,0.043877892,0.9561221,0,0
totem,0.98696494,0.01303499,392,1
seedcale,0.011947953,0.988052,0,0
jabbing,0.9541579,0.045842126,110,1
Tulane,0.5144523,0.48554778,951,1
pafety,0.009842786,0.99015725,0,0
prayerbooks,0.82258624,0.17741376,7,1
snoutly,0.7420289,0.25797105,0,0
Audubop,0.5703927,0.4296073,0,0
wigwam,0.9671601,0.032839924,69,1
deduce,0.99933976,0.00066017715,805,1
psychologically,0.9970259,0.0029741547,1095,1
oceansidu,0.33954906,0.66045094,0,0
Alicia,0.5721079,0.42789206,1099,1
uglied,0.00286612,0.99713385,0,0
windswept,0.9921441,0.007855938,93,1
apalysed,0.0074775936,0.9925224,0,0
falp,0.028991261,0.9710088,0,0
Sleenex,0.5358852,0.46411476,0,0
accressee,0.28437418,0.7156258,0,0
lawyer,0.95330596,0.046694078,12105,1
jurisdaction,0.0088066,0.9911935,0,0
ebiled,0.004851944,0.995148,0,0
psychoanaluse,0.1539906,0.84600943,0,0
Paol's,0.48619047,0.5138095,0,0
pusts,0.0018702967,0.99812967,0,0
synchronizers,0.9481084,0.05189164,39,1
geurology,0.02649179,0.9735082,0,0
thinders,0.016849132,0.9831509,0,0
limit,0.99435633,0.0056436663,31222,1
lustar,0.064810075,0.93518996,0,0
megalomariac,0.0039733243,0.99602664,0,0
conferees,0.98399264,0.016007345,212,1
hyphen,0.9757126,0.02428744,512,1
faters,0.01028902,0.989711,0,0
beginners,0.9948612,0.005138787,4393,1
hornerstone,0.46798328,0.5320167,0,0
topics,0.9988931,0.0011069857,28938,1
uncooperatine,0.28342986,0.71657014,0,0
prayerfully,0.97154814,0.028451812,151,1
graduetes,0.060582995,0.939417,0,0
ambition,0.99385816,0.0061418987,1258,1
gemlike,0.6673433,0.3326567,0,1
cads,0.3782734,0.6217266,0,0
chig,0.022645041,0.97735494,0,0
nucidity,0.2408013,0.75919867,0,0
pommittee,0.10760157,0.8923985,0,0
entrapmirt,0.007988561,0.99201137,0,0
brinting,0.0037018922,0.99629813,0,0
quadringle,0.013964441,0.9860356,0,0
urbanize,0.93764675,0.06235324,1,1
ebvision,0.15314792,0.8468521,0,0
vacated,0.9542774,0.045722608,265,1
quantitative,0.95899856,0.04100141,1810,1
unbelievably,0.9530067,0.046993256,1499,1
result,0.9726915,0.02730853,66995,1
crackers,0.9749511,0.025048856,1331,1
gephew,0.0030149068,0.99698514,0,0
fauna,0.9787676,0.021232344,606,1
oceanographic,0.832565,0.16743498,569,1
seasoning,0.9973183,0.0026816768,418,1
obase,0.0063583055,0.9936417,0,0
belligerenkly,0.035258137,0.9647419,0,0
frape,0.10040688,0.8995931,0,0
imestimable,0.041639503,0.9583605,0,0
hastoly,0.017734364,0.9822656,0,0
stenchant,0.6109609,0.3890391,0,0
carotid,0.9736993,0.026300775,157,1
gedicines,0.001487751,0.9985122,0,0
cash,0.9991092,0.00089073746,39508,1
bluster,0.9761583,0.02384162,246,1
baklara,0.028766776,0.9712332,0,0
closefisted,0.021760602,0.97823936,0,1
therries,0.016237028,0.983763,0,0
shakedown,0.9708938,0.029106153,219,1
cuneful,0.035309386,0.9646906,0,0
ilpressing,0.008231012,0.99176896,0,0
teletupes,0.0040746364,0.9959254,0,0
carpeltry,0.011348026,0.98865193,0,0
overbearing,0.97810304,0.021896917,306,1
ecru,0.6677362,0.33226383,49,1
visions,0.9953897,0.004610305,5422,1
untimely,0.36104935,0.63895065,381,1
scapegoot,0.04976266,0.95023733,0,0
boatmun,0.05293539,0.94706464,0,0
slintillate,0.21087739,0.78912264,0,0
gesolves,0.07466648,0.9253335,0,0
cobbing,0.021218648,0.9787813,0,0
iddustrious,0.063934274,0.9360657,0,0
nutration,0.4066213,0.59337866,0,0
incandescent,0.98532397,0.014675999,345,1
lightheerted,0.0035587025,0.9964413,0,0
monnecting,0.023846326,0.9761537,0,0
ifquisition,0.005804959,0.99419504,0,0
hause,0.09689799,0.90310204,0,0
solenood,0.0075574783,0.9924426,0,0
cranborries,0.0020385871,0.9979614,0,0
embussed,0.005634381,0.9943657,0,0
hegulator,0.018829806,0.98117024,0,0
keg,0.9934462,0.0065538185,1152,1
walps,0.021708643,0.9782914,0,0
wrapping,0.9722021,0.027797844,1681,1
eptitled,0.022144802,0.9778552,0,0
pelestial,0.47487172,0.52512825,0,0
kild,0.014400767,0.9855993,0,0
busycess,0.11755453,0.8824455,0,0
cobweb,0.9773446,0.022655439,62,1
byringe,0.0044093365,0.9955907,0,0
benefaction,0.899071,0.10092902,9,1
sharms,0.003728589,0.9962714,0,0
margarine,0.98173517,0.018264856,752,1
illuminate,0.9943837,0.0056163473,531,1
antitank,0.93714124,0.06285872,55,1
intolerable,0.97535396,0.024645973,675,1
lyricist's,0.27885386,0.7211461,4,1
criffin,0.056029044,0.9439709,0,0
defends,0.9889255,0.011074479,743,1
nullity,0.99827087,0.001729141,88,1
bromides,0.7513778,0.24862218,33,1
weaver,0.85330015,0.14669977,2833,1
rendition,0.99968684,0.0003131256,1157,1
palanced,0.007060575,0.99293935,0,0
welcomed,0.77303773,0.22696224,4903,1
irdefiniteness,0.15941562,0.8405844,0,0
inconsequenk,0.16801582,0.8319842,0,0
fains,0.17021339,0.8297866,0,0
nefarious,0.95503825,0.04496172,608,1
wallet,0.99597543,0.0040245587,2303,1
tremir,0.019410582,0.9805894,0,0
crescent,0.9983228,0.0016771537,1867,1
Allen's,0.64718366,0.3528164,342,1
twew,0.15726396,0.84273607,0,0
charioteer,0.7786676,0.22133243,60,1
decertify,0.9956404,0.0043596122,36,1
phonemics,0.80186445,0.19813555,1,1
gankers,0.045351803,0.95464814,0,0
gacing,0.0033537943,0.9966462,0,0
stoilsport,0.04297313,0.95702684,0,0
busily,0.87253463,0.1274654,313,1
anaeropac,0.0022325455,0.99776745,0,0
proy,0.014459571,0.98554045,0,0
Seoul,0.38236082,0.61763924,1205,1
profution,0.06485354,0.93514645,0,0
hydraulically,0.99860734,0.0013926751,20,1
wane,0.29508302,0.704917,173,1
pursts,0.12842268,0.87157726,0,0
entertainers,0.99066585,0.00933414,446,1
croclamations,0.01743335,0.98256665,0,0
disobliga,0.0016262864,0.9983736,0,0
incuribly,0.5901866,0.4098134,0,0
