snuilt,0.923402,0.076598,0
squaumths,0.995179,0.004821,0
blymphs,0.978629,0.021371,0
cwoused,0.97987,0.02013,0
gighps,0.766136,0.233864,0
blinch,0.618615,0.381385,0
yoargnth,0.944794,0.055206,0
gneafes,0.872129,0.127871,0
greighgs,0.977643,0.022357,0
ghewf,0.989384,0.010616,0
ghlytes,0.992684,0.007316,0
choods,0.967071,0.032929,0
knoughnth,0.99938,0.00062,0
ansed,0.62663,0.37337,0
girled,0.329482,0.670518,0
pred,0.796752,0.203248,0
cimb,0.892717,0.107283,0
dwooled,0.317044,0.682956,0
stroursts,0.964909,0.035091,0
gleke,0.986728,0.013272,0
scwimpts,0.992118,0.007882,0
phrized,0.908512,0.091488,0
plomped,0.980431,0.019569,0
skrieck,0.623554,0.376446,0
scweills,0.572032,0.427968,0
kweups,0.999872,0.000128,0
phyphts,0.929111,0.070889,0
sckrolque,0.998077,0.001923,0
druivs,0.879645,0.120355,0
sprawks,0.998211,0.001789,0
krighnth,0.981847,0.018153,0
ghrum,0.987465,0.012535,0
phlorths,0.999898,0.000102,0
brautched,0.821824,0.178176,0
clowth,0.906996,0.093004,0
norgn,0.491453,0.508547,0
strelbed,0.557797,0.442203,0
thwitts,0.980923,0.019077,0
kwowndged,0.940612,0.059388,0
jighpth,0.979504,0.020496,0
suiphed,0.998828,0.001172,0
shren,0.821246,0.178754,0
ghoughph,0.998363,0.001637,0
scwumf,0.996709,0.003291,0
scronge,0.982166,0.017834,0
thwauced,0.992219,0.007781,0
garcs,0.879964,0.120036,0
thalched,0.854404,0.145596,0
whoud,0.25675,0.74325,0
streagg,0.841268,0.158732,0
jownd,0.952573,0.047427,0
heicked,0.973639,0.026361,0
splaibed,0.945633,0.054367,0
knaiphth,0.99904,0.00096,0
sproabb,0.978207,0.021793,0
woft,0.551418,0.448582,0
whempce,0.999607,0.000393,0
whawste,0.90489,0.09511,0
phlengs,0.997157,0.002843,0
ghlilbed,0.985387,0.014613,0
croopped,0.901368,0.098632,0
dwarnths,0.994692,0.005308,0
ghrolse,0.970279,0.029721,0
jergues,0.869719,0.130281,0
bleaffed,0.570047,0.429953,0
ghwich,0.990025,0.009975,0
splylc,0.988583,0.011417,0
gnournch,0.953693,0.046307,0
beund,0.705592,0.294408,0
yighce,0.961982,0.038018,0
kwighgued,0.999869,0.000131,0
ghlaled,0.751978,0.248022,0
flonk,0.78835,0.21165,0
gwoughnds,0.999971,2.9e-05,0
sckwuithe,0.999915,8.6e-05,0
psolcked,0.835487,0.164513,0
scaif,0.895009,0.104991,0
wreged,0.846219,0.153781,0
drourgues,0.987248,0.012752,0
chaished,0.964905,0.035095,0
pymmth,0.867203,0.132797,0
soughmths,0.99973,0.00027,0
linze,0.593175,0.406825,0
chealt,0.923944,0.076056,0
floose,0.837215,0.162785,0
straulls,0.979344,0.020656,0
yapts,0.776096,0.223904,0
gheled,0.970874,0.029126,0
shreunts,0.989656,0.010344,0
baughlt,0.980072,0.019928,0
sckoughmths,0.999866,0.000134,0
krawmed,0.998804,0.001196,0
shrigues,0.991808,0.008192,0
thwikced,0.998242,0.001758,0
strowced,0.843078,0.156922,0
splaill,0.809548,0.190452,0
sckwurshed,0.999931,6.9e-05,0
gwomes,0.98094,0.01906,0
beunnth,0.992386,0.007614,0
smeigns,0.987361,0.012639,0
crantse,0.88895,0.11105,0
meakes,0.444089,0.555911,0
shrilched,0.995152,0.004848,0
strirlds,0.957673,0.042327,0
nulp,0.747327,0.252673,0
pheighmbs,0.999979,2.1e-05,0
bunnth,0.897226,0.102774,0
thraute,0.964417,0.035583,0
sckwirs,0.991956,0.008044,0
thrighnds,0.995604,0.004396,0
gnolbed,0.513617,0.486383,0
plolmb,0.9965,0.0035,0
thwozz,0.952392,0.047608,0
splobs,0.988555,0.011445,0
shreage,0.993919,0.006081,0
sprelgns,0.968714,0.031286,0
phraughgs,0.978374,0.021626,0
yoarped,0.983723,0.016277,0
groargnth,0.993196,0.006804,0
flomf,0.890104,0.109896,0
scroams,0.97774,0.02226,0
streip,0.978859,0.021141,0
scwiz,0.878863,0.121137,0
rhibed,0.626324,0.373676,0
blase,0.736715,0.263285,0
skwouced,0.999633,0.000367,0
pherch,0.993504,0.006496,0
huibbed,0.992676,0.007324,0
choaned,0.807684,0.192316,0
swelthed,0.94526,0.05474,0
rontch,0.755546,0.244454,0
shroudge,0.99319,0.00681,0
flerve,0.898325,0.101675,0
spleuzed,0.957041,0.042959,0
dwidge,0.952025,0.047975,0
joased,0.848227,0.151773,0
squeikked,0.996749,0.003251,0
klarphths,0.859019,0.140981,0
ghwex,0.991388,0.008612,0
gneagg,0.978482,0.021518,0
murf,0.732763,0.267237,0
krurmb,0.990049,0.009951,0
scwoughlts,0.990541,0.009459,0
ghlieced,0.996442,0.003558,0
roalts,0.96043,0.03957,0
ghurque,0.999832,0.000168,0
sckeitched,0.96011,0.03989,0
scrighk,0.966427,0.033573,0
brerdge,0.973147,0.026853,0
snaphths,0.943397,0.056603,0
peefs,0.822277,0.177723,0
droacks,0.929735,0.070264,0
gwaugnth,0.99978,0.00022,0
psunced,0.705545,0.294455,0
blut,0.65981,0.34019,0
ghreudds,0.999732,0.000268,0
blourphed,0.998011,0.001989,0
krailled,0.995574,0.004426,0
ghreufs,0.951157,0.048843,0
thwunned,0.999371,0.000629,0
sneemn,0.989191,0.010809,0
wuique,0.999196,0.000804,0
sckwykts,0.999747,0.000253,0
gnaikks,0.978931,0.021069,0
phrurr,0.973501,0.026499,0
plooked,0.835307,0.164693,0
grauths,0.923543,0.076457,0
strorgn,0.991407,0.008593,0
stewge,0.958423,0.041577,0
briphs,0.637941,0.362059,0
glaut,0.687002,0.312998,0
jofts,0.832348,0.167652,0
plaughmb,0.99949,0.00051,0
thults,0.941579,0.058421,0
smoobbs,0.927454,0.072546,0
klofths,0.958905,0.041095,0
screaggs,0.98884,0.01116,0
wrilms,0.762162,0.237838,0
yisque,0.875884,0.124116,0
splilc,0.907682,0.092318,0
skamfed,0.489319,0.510681,0
brox,0.399783,0.600217,0
troammth,0.96082,0.03918,0
clilth,0.970689,0.029311,0
twawce,0.988841,0.011159,0
psewse,0.980507,0.019493,0
rheets,0.734548,0.265452,0
clighste,0.721705,0.278295,0
scintch,0.858438,0.141562,0
booffed,0.773409,0.226591,0
sproarmbed,0.986618,0.013382,0
brost,0.371967,0.628033,0
leames,0.867121,0.132879,0
ghlulphs,0.999956,4.3e-05,0
fleecks,0.257737,0.742263,0
skappth,0.999053,0.000947,0
thwurp,0.997483,0.002517,0
moarte,0.453067,0.546933,0
rhawve,0.977131,0.022869,0
sorgues,0.954968,0.045032,0
tazzed,0.271577,0.728423,0
cluined,0.666572,0.333428,0
chuscks,0.589752,0.410248,0
keched,0.984223,0.015777,0
scroult,0.773287,0.226713,0
yitched,0.889817,0.110183,0
snanck,0.987141,0.012859,0
phrirmbed,0.824912,0.175088,0
ghwufte,0.999711,0.000289,0
sprukks,0.992477,0.007523,0
thrarch,0.994202,0.005798,0
quoncks,0.852354,0.147646,0
flines,0.22941,0.77059,0
shrurpes,0.970529,0.029471,0
skwiell,0.909092,0.090908,0
tooppth,0.988728,0.011272,0
scrirc,0.831604,0.168396,0
squave,0.91202,0.08798,0
gwuncs,0.998805,0.001195,0
streave,0.972816,0.027184,0
spliks,0.939455,0.060545,0
ghweighgn,0.999233,0.000767,0
graudds,0.9294,0.0706,0
squap,0.645333,0.354667,0
rharz,0.737764,0.262236,0
gweesh,0.994998,0.005002,0
fighped,0.897646,0.102354,0
moce,0.320499,0.679501,0
keilts,0.997389,0.002611,0
glyfths,0.996328,0.003672,0
sleib,0.847749,0.152251,0
blawb,0.913968,0.086032,0
splewste,0.993708,0.006292,0
foughmbth,0.993145,0.006855,0
reiphed,0.867602,0.132398,0
sckwixt,0.996639,0.003361,0
wrirc,0.690428,0.309572,0
glook,0.947226,0.052774,0
scarkes,0.971777,0.028222,0
dweupps,0.997381,0.002619,0
twoofs,0.868112,0.131888,0
spleighmn,0.999194,0.000806,0
kwaizzed,0.999643,0.000357,0
clumpced,0.450323,0.549677,0
plisk,0.789163,0.210837,0
smarsh,0.885169,0.114831,0
skwourmths,0.999965,3.5e-05,0
thwawnth,0.999184,0.000816,0
choolde,0.814362,0.185638,0
snomes,0.730369,0.269631,0
kneufs,0.986855,0.013145,0
yoonts,0.797489,0.202511,0
presc,0.629941,0.370059,0
wolph,0.801827,0.198173,0
rhoargnth,0.997225,0.002775,0
thwylc,0.966721,0.033279,0
gwoole,0.891797,0.108203,0
dwawved,0.975759,0.024241,0
gease,0.475312,0.524687,0
crelse,0.889723,0.110278,0
quorn,0.886049,0.113951,0
psikt,0.924349,0.075651,0
sckroovs,0.999521,0.000479,0
bramph,0.923387,0.076613,0
peemb,0.937874,0.062126,0
ghleubbs,0.99926,0.00074,0
neighgue,0.974583,0.025417,0
spiened,0.927502,0.072498,0
spalled,0.940053,0.059947,0
striem,0.73383,0.26617,0
twyldge,0.988427,0.011573,0
glargned,0.970988,0.029012,0
psuinth,0.988367,0.011633,0
ghweppth,0.997917,0.002083,0
swarte,0.67214,0.32786,0
gloughnt,0.886409,0.113591,0
kloarphth,0.999651,0.000349,0
heuns,0.694083,0.305917,0
vurck,0.317846,0.682154,0
shoarce,0.876915,0.123085,0
skrouthed,0.999898,0.000102,0
gnalped,0.962335,0.037665,0
ghrome,0.998168,0.001832,0
cwuit,0.502617,0.497383,0
dworpths,0.986215,0.013785,0
ghleves,0.995788,0.004212,0
skeats,0.943937,0.056063,0
ghlurfed,0.997575,0.002425,0
phoins,0.975614,0.024386,0
whylth,0.996572,0.003428,0
thweighsed,0.905968,0.094032,0
sckooque,0.999945,5.5e-05,0
shoissed,0.902545,0.097455,0
pseugue,0.991547,0.008453,0
spreltch,0.868877,0.131123,0
weadged,0.927784,0.072216,0
froys,0.808715,0.191285,0
prorsed,0.585336,0.414664,0
krunge,0.987386,0.012614,0
gloamb,0.998818,0.001182,0
mighthe,0.992262,0.007738,0
werfe,0.725456,0.274544,0
cawthed,0.991767,0.008233,0
pholp,0.949666,0.050334,0
wheighmths,0.974281,0.025719,0
shroldged,0.998967,0.001033,0
swaughgues,0.998623,0.001377,0
thobes,0.698308,0.301692,0
gwarps,0.999259,0.000741,0
cwirgues,0.988605,0.011395,0
skweulls,0.999099,0.000901,0
psoves,0.967691,0.032309,0
sckaupps,0.999926,7.4e-05,0
ghwowzed,0.999944,5.6e-05,0
diece,0.51123,0.48877,0
kwoarfth,0.996603,0.003397,0
mykked,0.819013,0.180987,0
ghrerbed,0.99977,0.000231,0
phoksts,0.786232,0.213768,0
fritts,0.513238,0.486762,0
geignth,0.980582,0.019418,0
raimmed,0.941087,0.058913,0
glephte,0.926521,0.073478,0
glerce,0.996475,0.003525,0
knynths,0.997435,0.002565,0
spaig,0.865478,0.134522,0
flynged,0.604355,0.395645,0
gwaized,0.990182,0.009818,0
barmbth,0.836159,0.163841,0
thruncs,0.985602,0.014398,0
dweffth,0.890746,0.109254,0
pontz,0.867999,0.132001,0
quonkced,0.99985,0.00015,0
knylcs,0.819093,0.180907,0
gralv,0.721054,0.278946,0
sckawque,0.999974,2.6e-05,0
gnalb,0.787805,0.212195,0
flyed,0.831038,0.168962,0
gefts,0.934064,0.065936,0
prumths,0.980401,0.019599,0
geuffs,0.352956,0.647044,0
kleafe,0.933592,0.066408,0
craudged,0.663851,0.336149,0
logues,0.830194,0.169806,0
thwaps,0.834482,0.165518,0
sckweet,0.926361,0.073639,0
kornts,0.90101,0.09899,0
smipced,0.741033,0.258967,0
skweuc,0.991888,0.008112,0
thygs,0.976722,0.023278,0
kwurste,0.997411,0.002589,0
dwarste,0.9568,0.0432,0
craughsh,0.996108,0.003892,0
phluished,0.987134,0.012866,0
filv,0.396021,0.603979,0
kwighmed,0.999856,0.000143,0
crerphths,0.993112,0.006888,0
pighlt,0.549605,0.450395,0
ghiz,0.956797,0.043203,0
smownce,0.982712,0.017288,0
dwenched,0.983295,0.016705,0
orlde,0.779453,0.220547,0
tworfs,0.909398,0.090602,0
blaughnds,0.981537,0.018463,0
kleuque,0.99123,0.00877,0
ghrawthe,0.999985,1.5e-05,0
phrande,0.984557,0.015443,0
frirpth,0.904552,0.095448,0
psawned,0.86266,0.13734,0
spronged,0.995759,0.004241,0
zoofes,0.78334,0.21666,0
niem,0.512271,0.487729,0
shroabed,0.99899,0.00101,0
sckwaxte,0.988505,0.011495,0
grig,0.821196,0.178804,0
poun,0.81564,0.18436,0
sylged,0.655409,0.344591,0
slarne,0.782248,0.217752,0
skawmbed,0.994396,0.005604,0
rourve,0.802342,0.197658,0
sckruldged,0.999674,0.000326,0
snorld,0.91882,0.08118,0
woargue,0.996546,0.003454,0
rhoque,0.969942,0.030058,0
smylve,0.958155,0.041845,0
flambth,0.919212,0.080788,0
clyte,0.884724,0.115276,0
crinths,0.703835,0.296165,0
jerbed,0.850565,0.149435,0
friched,0.681901,0.3181,0
smoughse,0.999147,0.000853,0
dwarnes,0.947954,0.052046,0
naigged,0.899376,0.100624,0
thraics,0.939919,0.060081,0
slarsts,0.870018,0.129982,0
shroulte,0.999811,0.000189,0
shaps,0.970245,0.029755,0
pheummth,0.936129,0.063871,0
seulde,0.948052,0.051948,0
sckwornt,0.976325,0.023675,0
glygged,0.915552,0.084448,0
skaist,0.991182,0.008818,0
freege,0.979646,0.020354,0
scylds,0.987236,0.012764,0
skrirdge,0.991152,0.008848,0
ghwoombs,0.999936,6.4e-05,0
smauched,0.959479,0.040521,0
thweegg,0.91584,0.08416,0
sckrulcks,0.996045,0.003955,0
tulns,0.769448,0.230553,0
rhulmb,0.977949,0.02205,0
kruinths,0.999595,0.000405,0
kimphs,0.893641,0.106359,0
thweered,0.698459,0.301541,0
dweid,0.884151,0.115849,0
gnygns,0.951515,0.048485,0
blilmed,0.914022,0.085978,0
querfe,0.909959,0.090041,0
preegued,0.978586,0.021414,0
spripped,0.989663,0.010337,0
sckwerce,0.999198,0.000801,0
rorbed,0.836998,0.163002,0
phreuphed,0.991243,0.008757,0
gwike,0.962427,0.037573,0
sckrykced,0.960727,0.039273,0
wolched,0.551875,0.448125,0
wrasks,0.665733,0.334267,0
quask,0.713894,0.286106,0
wreadge,0.993149,0.006851,0
graibed,0.626372,0.373628,0
boughfths,0.99904,0.00096,0
strush,0.662125,0.337875,0
gworbe,0.998612,0.001388,0
whatch,0.847057,0.152943,0
dempse,0.48114,0.51886,0
klarged,0.868464,0.131536,0
jaites,0.846103,0.153897,0
wounse,0.804242,0.195758,0
shoite,0.983336,0.016664,0
sckralcs,0.963134,0.036866,0
spouzzed,0.89935,0.10065,0
spached,0.397694,0.602306,0
trindged,0.722382,0.277618,0
gnulked,0.987037,0.012963,0
skilned,0.897033,0.102967,0
zaiche,0.766129,0.233871,0
rogg,0.366708,0.633292,0
phlants,0.974943,0.025057,0
gwumped,0.99999,1e-05,0
meukks,0.88817,0.11183,0
twoarts,0.386616,0.613384,0
pewnde,0.701247,0.298753,0
lylcked,0.957405,0.042595,0
dwoughvs,0.900881,0.099119,0
scweik,0.764034,0.235966,0
shisks,0.846272,0.153728,0
ghrirgues,0.994889,0.005111,0
jurched,0.857314,0.142686,0
quoys,0.848143,0.151857,0
filgn,0.54668,0.45332,0
dreeg,0.587567,0.412433,0
ghwoughtch,0.999958,4.2e-05,0
dulgned,0.61651,0.38349,0
relde,0.818978,0.181022,0
zeembth,0.911412,0.088588,0
thonn,0.934691,0.065309,0
yoons,0.953701,0.046299,0
junde,0.493839,0.506161,0
snanze,0.960902,0.039098,0
gwilved,0.964198,0.035802,0
fawp,0.834995,0.165005,0
klylvs,0.989668,0.010332,0
moushed,0.988827,0.011173,0
rhawnde,0.995027,0.004973,0
spontce,0.950881,0.049119,0
ghrikt,0.96873,0.03127,0
whanzed,0.592647,0.407353,0
delched,0.787382,0.212618,0
skrolgn,0.997083,0.002917,0
gwoarmbth,0.996011,0.003988,0
growlds,0.980025,0.019975,0
sckraiphs,0.999811,0.000189,0
pefed,0.783637,0.216363,0
frurdes,0.776912,0.223088,0
spaifth,0.998339,0.001661,0
crelds,0.987785,0.012215,0
skroine,0.999559,0.000441,0
kwycked,0.872756,0.127244,0
ghrourned,0.998135,0.001865,0
thraughfed,0.887718,0.112282,0
bremfs,0.923576,0.076424,0
sckwawch,0.999155,0.000845,0
pleck,0.855357,0.144643,0
psosked,0.658735,0.341265,0
groidds,0.98803,0.01197,0
squelphs,0.999476,0.000524,0
gnukked,0.971416,0.028584,0
smournch,0.988646,0.011354,0
gleach,0.979231,0.020769,0
cloovvs,0.978008,0.021992,0
breig,0.784595,0.215405,0
groured,0.752762,0.247238,0
druim,0.964671,0.035329,0
guesks,0.945191,0.054809,0
ghwurnds,0.999598,0.000402,0
bloophths,0.999648,0.000352,0
skwaigned,0.999907,9.3e-05,0
rerp,0.670445,0.329555,0
hiche,0.397074,0.602926,0
spleups,0.999896,0.000104,0
jirnte,0.866499,0.133501,0
stolms,0.964169,0.035831,0
pheighnge,0.999256,0.000744,0
snighze,0.951053,0.048947,0
zerb,0.895464,0.104536,0
kwepths,0.999661,0.000339,0
dawts,0.87091,0.12909,0
teese,0.846109,0.153891,0
bromfs,0.969382,0.030618,0
dwoaphth,0.994878,0.005122,0
foph,0.793465,0.206535,0
sckriers,0.886903,0.113097,0
craust,0.976762,0.023238,0
phluiched,0.983158,0.016841,0
maughms,0.988345,0.011655,0
foarlde,0.908443,0.091557,0
crolped,0.749895,0.250105,0
graughts,0.989772,0.010228,0
thrarmths,0.98654,0.013459,0
pleamb,0.9953,0.0047,0
zunthed,0.959151,0.040849,0
gleaffed,0.855342,0.144658,0
wrurp,0.967265,0.032735,0
bonque,0.778079,0.221921,0
pormbs,0.974608,0.025392,0
smidge,0.995842,0.004158,0
sckaithe,0.999815,0.000185,0
gremes,0.897154,0.102846,0
klaindge,0.894326,0.105674,0
thrurtch,0.974489,0.02551,0
glaibbed,0.95826,0.04174,0
sloargued,0.9671,0.0329,0
squilce,0.756677,0.243323,0
glosque,0.994871,0.005129,0
splilvs,0.951195,0.048805,0
slemb,0.944054,0.055946,0
phreufs,0.993112,0.006888,0
scaimths,0.957349,0.042651,0
shroct,0.93698,0.06302,0
puiced,0.725088,0.274912,0
ghweukks,0.996208,0.003792,0
spissed,0.930393,0.069607,0
jaumbs,0.936672,0.063328,0
hawfs,0.730334,0.269666,0
strauds,0.974878,0.025122,0
sckauste,0.991009,0.008991,0
skampsed,0.779404,0.220596,0
kronn,0.95983,0.04017,0
sprautched,0.999055,0.000945,0
thrawlte,0.985266,0.014734,0
