rivalries,256,1,2.0699853925281033,LF,1.0,2.862424e-10
thong,510,1,3.3252578976314098,LF,0.9999999,1.2292637e-07
tatbers,0,0,0.0,NW,0.00012773421,0.9998722
doubtinfly,0,0,0.0,NW,0.00029642842,0.9997036
deliveryman,15,1,2.1949241291364032,LF,1.0,8.274042e-11
preferential,894,1,2.614053436878379,LF,0.99999964,3.9143703e-07
symptoms,9322,1,3.90249430523434,LF,1.0,3.0091238e-10
fenre,0,0,0.0,NW,1.9278845e-08,1.0
lachelor,0,0,0.0,NW,0.000120293524,0.9998797
pomesteads,0,0,0.0,NW,5.9181802e-06,0.99999404
obbasioned,0,0,0.0,NW,8.533624e-06,0.9999914
hornet,3738,1,3.130683232881715,LF,0.99999964,4.0241085e-07
impunity,671,1,2.5705877430972888,LF,1.0,2.5772958e-12
quits,1157,1,3.3781939728192083,LF,0.9999826,1.7399145e-05
item,35168,1,4.0904847875897286,HF,1.0,9.39149e-10
nondescriptlo,0,0,0.0,NW,0.00019096241,0.9998091
bravest,92,1,3.2363168142946286,LF,0.9999999,1.13947394e-07
quack,628,1,3.666582488154564,LF,0.999954,4.603911e-05
freedmen,55,1,1.9908041464804787,LF,1.0,2.165112e-08
bathrooms,669,1,3.434848942398555,LF,1.0,2.4577913e-08
incabable,0,0,0.0,NW,5.6996767e-05,0.999943
camp,15938,1,4.708973551871786,HF,1.0,2.1216703e-10
altuary,0,0,0.0,NW,8.1052946e-08,0.9999999
melebrates,0,0,0.0,NW,7.5042067e-06,0.9999925
beatnik,121,1,2.8103480820223474,LF,1.0,2.667808e-10
incinerator,197,1,2.882898749170959,LF,0.99999106,8.992489e-06
maintains,6399,1,3.0552621357073972,LF,1.0,1.0274027e-09
equinox,1874,1,2.592864137808441,LF,0.9999999,8.2746055e-08
nitroglycerine,52,1,2.4959541248003845,LF,0.9999999,9.7322356e-08
pinted,0,0,0.0,NW,2.0945088e-05,0.999979
ippitable,0,0,0.0,NW,0.0022134823,0.9977865
seveted,0,0,0.0,NW,5.7038687e-05,0.9999429
epclusion,0,0,0.0,NW,2.478546e-07,0.99999976
odar,0,0,0.0,NW,2.8226375e-05,0.99997175
ibtrusive,0,0,0.0,NW,8.1007245e-05,0.99991894
mopography,0,0,0.0,NW,7.352707e-06,0.9999926
interjolate,0,0,0.0,NW,0.0001956999,0.9998043
bonny,416,1,3.2741053751840283,LF,0.99978596,0.00021400543
criticized,2582,1,2.8233130591867153,LF,1.0,5.224032e-10
conversant,315,1,2.136932182158717,LF,0.9943364,0.0056635053
adjoins,33,1,2.0699853925281033,LF,0.99999785,2.1743363e-06
shapes,3197,1,3.2830602178369546,LF,1.0,3.5572465e-13
feminist,4772,1,3.2649619957441587,LF,0.99999905,9.1544354e-07
rodent,947,1,3.260317090698395,LF,1.0,7.6537575e-18
cheering,905,1,4.131312189518658,HF,0.99999475,5.2169553e-06
laminated,467,1,2.5705877430972888,LF,1.0,4.7155355e-09
ebcusable,0,0,0.0,NW,2.656249e-05,0.9999734
optologically,0,0,0.0,NW,0.0003020882,0.9996979
prescribes,208,1,2.0699853925281033,LF,0.9999999,1.7499941e-07
brimitar,0,0,0.0,NW,0.00616958,0.9938305
pard,0,0,0.0,NW,0.0013196015,0.9986804
Archimejes,0,0,0.0,NW,1.2665988e-06,0.9999987
saxophona,0,0,0.0,NW,2.4112867e-05,0.9999759
stanling,0,0,0.0,NW,0.0020856874,0.99791425
rejections,737,1,2.136932182158717,LF,1.0,2.6594418e-09
cripet,0,0,0.0,NW,3.5287907e-05,0.9999647
pentists,0,0,0.0,NW,2.2314398e-06,0.99999774
dramens,0,0,0.0,NW,6.87248e-07,0.9999993
phrysanthemum,0,0,0.0,NW,0.00085681694,0.9991431
prerequisite,996,1,2.437962177822698,LF,0.99999976,2.1541679e-07
deceit,921,1,3.2741053751840283,LF,1.0,4.94371e-11
permeatium,0,0,0.0,NW,0.01389683,0.9861032
pancreal,0,0,0.0,NW,1.6854385e-05,0.9999832
shabby,556,1,3.2363168142946286,LF,1.0,1.422523e-08
homestead,728,1,3.0699853925281038,LF,0.99999917,8.0301845e-07
buckles,901,1,2.7831958359787325,LF,1.0,1.3923061e-11
plessing,0,0,0.0,NW,3.639826e-06,0.9999963
snail,10191,1,3.2508755344655533,LF,1.0,2.1455757e-09
puppets,1261,1,3.2786058764107047,LF,1.0,2.5706963e-09
instituting,204,1,2.29183414214446,LF,1.0,5.2395213e-09
liarp,0,0,0.0,NW,1.1726465e-06,0.9999988
potbullied,0,0,0.0,NW,0.00040072185,0.9995993
disinclination,26,1,1.7689553968641223,LF,0.9999937,6.2867e-06
insulting,4334,1,3.7311668359747228,LF,0.9999957,4.2552065e-06
thet,0,0,0.0,NW,6.7128826e-07,0.9999993
forge,3719,1,3.514550613292043,LF,1.0,5.770681e-12
humberyard,0,0,0.0,NW,1.3268147e-05,0.99998677
weekly,18719,1,3.6684110992009717,LF,0.9999919,8.075425e-06
transferable,367,1,1.9908041464804787,LF,0.9999993,7.6180316e-07
remembered,6677,1,4.3513975600457275,HF,0.99999976,1.8003297e-07
pincar,0,0,0.0,NW,2.2610204e-06,0.99999774
cheerless,14,1,1.7689553968641223,LF,0.9999994,5.4783885e-07
prisobers,0,0,0.0,NW,3.9618637e-05,0.9999604
roothsayer,0,0,0.0,NW,3.3957167e-05,0.999966
screen,74698,1,4.36883846893781,HF,1.0,5.1572373e-09
hamburgers,568,1,3.3637161494505854,LF,1.0,1.1276098e-11
iltends,0,0,0.0,NW,1.3704832e-10,1.0
geeling,0,0,0.0,NW,1.7159893e-05,0.99998283
dawhide,0,0,0.0,NW,2.2230788e-05,0.9999778
fitigates,0,0,0.0,NW,6.3685447e-06,0.9999937
vepulsive,0,0,0.0,NW,6.580883e-05,0.9999342
downward,2826,1,3.077163977155227,LF,1.0,6.477449e-10
tents,1027,1,3.28746933674201,LF,0.99999964,4.0014072e-07
observer,4816,1,3.568295946317704,LF,1.0,1.1766947e-09
carriok,0,0,0.0,NW,0.00014846782,0.99985147
cathoms,0,0,0.0,NW,3.648466e-05,0.9999635
troves,0,0,0.0,NW,0.03145881,0.9685412
accusongly,0,0,0.0,NW,3.5006422e-05,0.99996495
enact,816,1,2.29183414214446,LF,1.0,4.1137924e-14
mouldering,25,1,1.7689553968641223,LF,0.99966323,0.00033671706
