cornbread,140,1,2.9639320000801774,LF,0.99940574,0.0005942794
pains,2259,1,3.7231979063034473,HF,0.9999964,3.5276323e-06
quivers,84,1,2.4679254012001413,LF,0.99490285,0.005097199
cutback,67,1,2.547106647247766,LF,0.99945396,0.0005459932
pourn,0,0,0.0,NW,7.554672e-06,0.9999925
entrusting,43,1,2.333226827302685,LF,0.99457175,0.0054283105
unparalleled,813,1,2.7689553968641225,LF,0.99967134,0.0003286767
aged,3437,1,3.5566519651539963,HF,0.9999969,3.1098973e-06
afar,446,1,3.0699853925281038,HF,0.99962664,0.00037330133
eatable,16,1,1.8938941334724222,LF,0.99989724,0.0001028025
granching,0,0,0.0,NW,3.3659042e-05,0.9999664
ineffectual,353,1,2.672045383856066,LF,0.999592,0.0004079515
turban,268,1,3.1179089448452864,HF,0.9999784,2.1631904e-05
poise,231,1,3.0477089978169514,HF,0.9999826,1.7402363e-05
discontanted,0,0,0.0,NW,4.0004764e-07,0.99999964
footmarl,0,0,0.0,NW,1.6027538e-08,1.0
atyhow,0,0,0.0,NW,9.858295e-07,0.99999905
blanty,0,0,0.0,NW,3.7558706e-08,1.0
shables,0,0,0.0,NW,6.081294e-08,0.9999999
terminated,3279,1,3.4620958575394174,HF,0.9993007,0.0006992139
facrocosm,0,0,0.0,NW,1.2892605e-06,0.9999987
remiss,163,1,2.848136642911747,LF,0.99980277,0.00019725104
mutations,1271,1,2.9450466559198034,LF,0.93459564,0.06540433
hertes,0,0,0.0,NW,8.6604973e-10,1.0
reactivated,149,1,2.5705877430972888,LF,0.99956685,0.00043311837
thrived,266,1,2.29183414214446,LF,0.9999975,2.5564068e-06
dincture,0,0,0.0,NW,1.8158871e-05,0.9999819
augo,0,0,0.0,NW,1.8624998e-19,1.0
boud,0,0,0.0,NW,5.132412e-05,0.9999486
strumpet,20,1,2.7068074901152777,LF,0.9928693,0.007130622
rhyme,1630,1,3.6459425812918607,HF,0.99939597,0.0006040502
vonnotation,0,0,0.0,NW,9.872133e-09,1.0
phratchy,0,0,0.0,NW,4.2960586e-09,1.0
enliven,37,1,1.5928641378084412,LF,0.9999615,3.8498856e-05
discorporatet,0,0,0.0,NW,5.706852e-06,0.9999943
teetering,132,1,2.1949241291364032,LF,0.99922717,0.0007728825
millows,0,0,0.0,NW,3.5995927e-07,0.99999964
resuskitate,0,0,0.0,NW,8.417052e-09,1.0
gevoted,0,0,0.0,NW,3.9369856e-06,0.99999607
unwira,0,0,0.0,NW,5.0362644e-08,1.0
prader,0,0,0.0,NW,5.501924e-10,1.0
momme,0,0,0.0,NW,0.0016666744,0.9983334
brightness,2061,1,2.7831958359787325,LF,0.9997172,0.0002827702
mildew,306,1,2.653561978162053,LF,0.9999981,1.8672695e-06
articulation,421,1,2.2460766515837847,LF,0.99156266,0.008437421
exprissway,0,0,0.0,NW,0.00021496785,0.999785
relief,9054,1,4.163990414892753,HF,0.9999926,7.441543e-06
cyrrh,0,0,0.0,NW,3.5599866e-14,1.0
Alds,0,0,0.0,NW,3.4085207e-11,1.0
thortled,0,0,0.0,NW,9.645845e-11,1.0
post,275951,1,4.510632140256197,HF,0.998357,0.0016429862
Kavie's,0,0,0.0,NW,1.9469595e-12,1.0
brominent,0,0,0.0,NW,3.7421455e-06,0.9999963
cheadfastly,0,0,0.0,NW,2.571116e-05,0.99997425
scribing,34,1,1.5928641378084412,LF,0.9663258,0.03367417
ratigued,0,0,0.0,NW,4.1538456e-06,0.9999958
counded,0,0,0.0,NW,7.703441e-09,1.0
inventing,818,1,3.136932182158717,HF,0.99977976,0.00022020872
dooped,0,0,0.0,NW,0.0027764153,0.9972236
religious,37776,1,4.141867399834229,HF,0.9997881,0.00021191243
bersuasively,0,0,0.0,NW,3.2947953e-06,0.99999666
